code,type,name,priority_code,year
19 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია გორის, კასპის, ქარელის, ხაშურის მუნიციპალიტეტებსა და ქალაქ გორის მუნიციპალიტეტში",6,2017
2,,,NA,2017
20 00,spending agency,ევროპულ და ევროატლანტიკურ სტრუქტურებში ინტეგრაციის საკითხებში საქართველოს სახელმწიფო მინისტრის აპარატი,9,2017
2012 წლის სახელმწიფო ბიუჯეტის ხარჯების შესრულება,,,NA,2017
21 00,spending agency,შერიგებისა და სამოქალაქო თანასწორობის საკითხებში საქართველოს სახელმწიფო მინისტრის აპარატი,7,2017
22 00,spending agency,საქართველოს დაზვერვის სამსახური,2,2017
23 00,spending agency,საქართველოს ფინანსთა სამინისტრო,NA,2017
23 01,program,სახელმწიფო ფინანსების მართვა,5,2017
23 02,program,შემოსავლების მობილიზება და გადამხდელთა მომსახურების გაუმჯობესება,5,2017
23 03,program,ეკონომიკური დანაშაულის პრევენცია,2,2017
23 04,program,ფინანსების მართვის ელექტრონული და ანალიტიკური უზრუნველყოფა,5,2017
23 05,program,საფინანსო სექტორში დასაქმებულთა კვალიფიკაციის ამაღლება,4,2017
23 06,program,"ბუღალტრული აღრიცხვის, ანგარიშგებისა და აუდიტის ზედამხედველობა",5,2017
24 00,spending agency,საქართველოს ეკონომიკისა და მდგრადი განვითარების სამინისტრო,NA,2017
24 01,program,ეკონომიკური პოლიტიკის შემუშავება და განხორციელება,5,2017
24 01 01,sub-program,,NA,2017
24 01 02,sub-program,,NA,2017
24 01 03,sub-program,,NA,2017
24 01 04,sub-program,,NA,2017
